ENTITY_CD,SCHOOL_NAME,YEAR,DISTRICT_CD,DISTRICT_NAME,CSO_NAME,STREET,CITY,PHONE,GRADE_RANGE,NUM_TEACH,NUM_NO_VALID_CERT,PER_NO_VALID_CERT,NUM_TEACH_OUT_CERT,PER_TEACH_OUT_CERT,NUM_FEWER_3YRS_EXP,PER_FEWER_3YRS_EXP,NUM_MAS_PLUS,PER_MAS_PLUS,NUM_CORE,PER_NOT_HQ,NUM_CLASS,NUM_NO_APPROP_CERT,PER_NO_APPROP_CERT,PER_TURN_FIVE_YRS,PER_TURN_ALL,NUM_FT_OTH_PROF_STAFF,NUM_PT_OTH_PROF_STAFF,NUM_FT_PARAPROFESSIONALS,NUM_PT_PARAPROFESSIONALS,NUM_FT_ASST_PRINCIPALS,NUM_PT_ASST_PRINCIPALS,NUM_FT_PRINCIPALS,NUM_PT_PRINCIPALS
031301040002,DEPOSIT ELEMENTARY SCHOOL,2011,03130104,DEPOSIT CSD,DENISE COOK,171 2ND ST,DEPOSIT,6074672198,PK-5,29,0,0,0,0,0,0,2,7,36,0,73,0,0,0,6,2,0,0,0,0,0,1,0
031301040003,DEPOSIT MIDDLE-SENIOR HIGH SCHOOL,2009,03130104,DEPOSIT CSD,DAVID RICHARDS,171 2ND ST,DEPOSIT,6074672197,6-12,35,0,0,0,0,3,9,4,11,125,0,159,1,1,13,17,3,0,0,0,0,0,2,0
031301040003,DEPOSIT MIDDLE-SENIOR HIGH SCHOOL,2010,03130104,DEPOSIT CSD,DENISE COOK,171 2ND ST,DEPOSIT,6074672197,6-12,34,0,0,0,0,2,6,5,15,130,0,188,1,1,13,9,3,0,0,0,0,0,2,0
031301040003,DEPOSIT MIDDLE-SENIOR HIGH SCHOOL,2011,03130104,DEPOSIT CSD,DAVID RICHARDS,171 2ND ST,DEPOSIT,6074672197,6-12,33,0,0,0,0,2,6,4,12,112,0,184,0,0,13,18,4,0,0,0,0,0,2,0
031401060000,WHITNEY POINT CENTRAL SCHOOL DISTRICT,2009,03140106,WHITNEY POINT CSD,MARY HIBBARD,10 KEIBEL RD,WHITNEY POINT,6076928202,PK-12,149,0,0,0,0,8,5,10,7,373,0,549,3,1,25,10,18,0,33,0,2,0,3,0
031401060000,WHITNEY POINT CENTRAL SCHOOL DISTRICT,2010,03140106,WHITNEY POINT CSD,MARY HIBBARD,10 KEIBEL RD,WHITNEY POINT,6076928202,PK-12,144,0,0,0,0,4,3,11,8,342,0,521,3,1,8,6,24,0,34,0,2,0,3,0
031401060000,WHITNEY POINT CENTRAL SCHOOL DISTRICT,2011,03140106,WHITNEY POINT CSD,MARY HIBBARD,10 KEIBEL RD,WHITNEY POINT,6076928202,PK-12,141,1,1,1,1,3,2,10,7,298,0,477,1,0,11,9,21,0,37,0,2,0,3,0
031401060002,TIOUGHNIOGA RIVERSIDE ACADEMY,2009,03140106,WHITNEY POINT CSD,DAN SWEENEY,2887 NY RT 11,WHITNEY POINT,6076928232,4-8,56,0,0,0,0,2,4,4,7,147,1,203,1,0,50,14,5,0,0,0,1,0,1,0
031401060002,TIOUGHNIOGA RIVERSIDE ACADEMY,2010,03140106,WHITNEY POINT CSD,DAN SWEENEY,2887 NY RT 11,WHITNEY POINT,6076928232,4-8,58,0,0,0,0,2,3,4,7,142,0,207,0,0,0,0,5,0,0,0,1,0,1,0
031401060002,TIOUGHNIOGA RIVERSIDE ACADEMY,2011,03140106,WHITNEY POINT CSD,DAN SWEENEY,2887 NY RT 11,WHITNEY POINT,6076928232,4-8,55,1,2,1,2,2,4,2,4,103,1,168,1,1,0,9,5,0,0,0,1,0,1,0
031401060004,WHITNEY POINT SENIOR HIGH SCHOOL,2009,03140106,WHITNEY POINT CSD,BRUCE TYTLER,10 KEIBEL RD,WHITNEY POINT,6076928201,9-12,51,0,0,0,0,5,10,5,10,177,0,260,2,1,25,11,5,0,0,0,1,0,1,0
031401060004,WHITNEY POINT SENIOR HIGH SCHOOL,2010,03140106,WHITNEY POINT CSD,BRUCE TYTLER,10 KEIBEL RD,WHITNEY POINT,6076928201,9-12,47,0,0,0,0,2,4,6,13,163,0,239,3,1,14,10,5,0,0,0,1,0,1,0
031401060004,WHITNEY POINT SENIOR HIGH SCHOOL,2011,03140106,WHITNEY POINT CSD,BRUCE TYTLER,10 KEIBEL RD,WHITNEY POINT,6076928201,9-12,45,0,0,0,0,1,2,7,16,146,0,226,0,0,20,13,5,0,0,0,1,0,1,0
031401060005,CARYL E ADAMS PRIMARY SCHOOL,2009,03140106,WHITNEY POINT CSD,JO-ANNE KNAPP,24 KEIBEL RD,WHITNEY POINT,6076928241,PK-3,40,0,0,0,0,1,3,1,3,37,0,74,0,0,0,0,3,0,0,0,0,0,1,0
031401060005,CARYL E ADAMS PRIMARY SCHOOL,2010,03140106,WHITNEY POINT CSD,JO-ANNE KNAPP,24 KEIBEL RD,WHITNEY POINT,6076928241,PK-3,38,0,0,0,0,0,0,1,3,31,0,69,0,0,0,8,4,0,0,0,0,0,1,0
031401060005,CARYL E ADAMS PRIMARY SCHOOL,2011,03140106,WHITNEY POINT CSD,JO-ANNE KNAPP,24 KEIBEL RD,WHITNEY POINT,6076928241,PK-3,37,0,0,0,0,0,0,1,3,33,0,64,0,0,0,5,4,0,0,0,0,0,1,0
031501060000,UNION-ENDICOTT CENTRAL SCHOOL DISTRICT,2009,03150106,UNION-ENDICOTT CSD,SUZANNE MCLEOD,1100 E MAIN ST,ENDICOTT,6077572103,"PK-12, UE, US",376,0,0,1,0,45,12,51,14,815,0,1360,7,1,22,14,46,2,99,23,6,0,7,0
031501060000,UNION-ENDICOTT CENTRAL SCHOOL DISTRICT,2010,03150106,UNION-ENDICOTT CSD,SUZANNE MCLEOD,1100 E MAIN ST,ENDICOTT,6077572103,"PK-12, UE, US",372,0,0,0,0,27,7,52,14,802,0,1318,5,0,15,18,45,3,102,24,6,0,7,0
031501060000,UNION-ENDICOTT CENTRAL SCHOOL DISTRICT,2011,03150106,UNION-ENDICOTT CSD,SUZANNE MCLEOD,1100 E MAIN ST,ENDICOTT,6077572103,"PK-12, UE, US",363,0,0,0,0,18,5,50,14,798,0,1345,0,0,14,11,42,2,109,23,5,0,7,0
031501060001,CHARLES F JOHNSON JR ELEMENTARY SCHOOL,2009,03150106,UNION-ENDICOTT CSD,MICHELLE ROBINSON,715 PADEN ST,ENDICOTT,6077572137,K-5,35,0,0,1,3,6,17,3,9,27,0,77,3,4,0,15,3,0,0,0,0,0,1,0
031501060001,CHARLES F JOHNSON JR ELEMENTARY SCHOOL,2010,03150106,UNION-ENDICOTT CSD,PAMELA RIDDLEBERGER,715 PADEN ST,ENDICOTT,6077572137,K-5,33,0,0,0,0,3,9,3,9,23,0,62,0,0,33,17,2,0,0,0,1,0,1,0
031501060001,CHARLES F JOHNSON JR ELEMENTARY SCHOOL,2011,03150106,UNION-ENDICOTT CSD,EMILY REGAN,715 PADEN ST,ENDICOTT,6077572137,K-5,29,0,0,0,0,2,7,3,10,22,0,47,0,0,22,18,2,0,0,0,1,0,1,0
031501060002,GEORGE F JOHNSON ELEMENTARY SCHOOL,2009,03150106,UNION-ENDICOTT CSD,JAMES FOUNTAINE,999 TAFT AVE,ENDICOTT,6077572143,"K-5, UE",54,0,0,0,0,4,7,5,9,53,0,109,2,2,20,11,3,0,0,0,1,0,1,0
031501060002,GEORGE F JOHNSON ELEMENTARY SCHOOL,2010,03150106,UNION-ENDICOTT CSD,JAMES FOUNTAINE,999 TAFT AVE,ENDICOTT,6077572143,"K-5, UE",55,0,0,0,0,0,0,5,9,55,0,108,2,2,14,6,3,0,0,0,1,0,1,0
031501060002,GEORGE F JOHNSON ELEMENTARY SCHOOL,2011,03150106,UNION-ENDICOTT CSD,MICHELLE FEYERABEND,999 TAFT AVE,ENDICOTT,6077572143,"K-5, UE",54,0,0,0,0,2,4,5,9,54,0,114,0,0,33,7,3,0,0,0,0,0,1,0
031501060009,JENNIE F SNAPP MIDDLE SCHOOL,2009,03150106,UNION-ENDICOTT CSD,ANN MARIE FOLEY,101 LODER AVE,ENDICOTT,6077572156,"6-8, US",77,0,0,0,0,6,8,10,13,223,0,366,0,0,0,10,7,1,0,0,2,0,1,0
031501060009,JENNIE F SNAPP MIDDLE SCHOOL,2010,03150106,UNION-ENDICOTT CSD,ANN MARIE FOLEY,101 LODER AVE,ENDICOTT,6077572156,"7-8, US",59,0,0,0,0,3,5,8,14,183,0,304,0,0,27,31,5,1,0,0,1,0,1,0
031501060009,JENNIE F SNAPP MIDDLE SCHOOL,2011,03150106,UNION-ENDICOTT CSD,ANN MARIE FOLEY,101 LODER AVE,ENDICOTT,6077572156,"7-8, US",57,0,0,0,0,3,5,6,11,169,0,294,0,0,0,14,0,1,0,0,1,0,1,0
031501060011,LINNAEUS W WEST PRIMARY SCHOOL,2009,03150106,UNION-ENDICOTT CSD,VICTORIA WYCHOCK,1201 UNN CTR MNE HWY,ENDICOTT,6077572149,K-3,23,0,0,0,0,2,9,3,13,19,0,29,1,3,25,9,1,0,0,0,0,0,1,0
031501060011,LINNAEUS W WEST PRIMARY SCHOOL,2010,03150106,UNION-ENDICOTT CSD,VICTORIA WYCHOCK,1201 UNN CTR MNE HWY,ENDICOTT,6077572149,K-4,31,0,0,0,0,3,10,3,10,27,0,54,0,0,25,9,1,0,0,0,0,0,1,0
031501060011,LINNAEUS W WEST PRIMARY SCHOOL,2011,03150106,UNION-ENDICOTT CSD,VICTORIA WYCHOCK,1201 UNN CTR MNE HWY,ENDICOTT,6077572149,K-4,29,0,0,0,0,1,3,2,7,26,0,56,0,0,40,13,0,0,0,0,0,0,1,0
031501060012,UNION ENDICOTT HIGH SCHOOL,2009,03150106,UNION-ENDICOTT CSD,PAMELA SELLITTO,1200 E MAIN ST,ENDICOTT,6077572181,9-12,115,0,0,0,0,17,15,22,19,379,0,564,1,0,33,17,9,0,0,0,3,0,1,0
031501060012,UNION ENDICOTT HIGH SCHOOL,2010,03150106,UNION-ENDICOTT CSD,PAMELA SELLITTO,1200 E MAIN ST,ENDICOTT,6077572181,9-12,110,0,0,0,0,11,10,22,20,371,0,541,3,1,0,10,9,0,0,0,3,0,1,0
031501060012,UNION ENDICOTT HIGH SCHOOL,2011,03150106,UNION-ENDICOTT CSD,STEVEN DISTEFANO,1200 E MAIN ST,ENDICOTT,6077572181,"9-12, US",110,0,0,0,0,3,3,22,20,379,0,559,0,0,5,5,8,0,0,0,3,0,1,0
031501060013,THOMAS J WATSON SR ELEMENTARY SCHOOL,2009,03150106,UNION-ENDICOTT CSD,DEBORAH FLETCHER,263 RIDGEFIELD RD,ENDICOTT,6077572152,K-5,28,0,0,0,0,2,7,3,11,27,0,60,0,0,0,11,1,0,0,0,0,0,1,0
031501060013,THOMAS J WATSON SR ELEMENTARY SCHOOL,2010,03150106,UNION-ENDICOTT CSD,DEBORAH FLETCHER,263 RIDGEFIELD RD,ENDICOTT,6077572152,K-5,26,0,0,0,0,1,4,3,12,29,0,55,0,0,0,18,1,0,0,0,0,0,1,0
031501060013,THOMAS J WATSON SR ELEMENTARY SCHOOL,2011,03150106,UNION-ENDICOTT CSD,EMILY REGAN,263 RIDGEFIELD RD,ENDICOTT,6077572152,K-5,24,0,0,0,0,2,8,3,13,28,0,55,0,0,33,15,1,0,0,0,0,0,1,0
031501060014,ANN G MCGUINNESS INTERMEDIATE SCHOOL,2009,03150106,UNION-ENDICOTT CSD,TIMOTHY LOWIE,1301 UNN CTR MNE HWY,ENDICOTT,6077572131,"4-6, UE",19,0,0,0,0,4,21,3,16,21,0,31,0,0,20,23,1,0,0,0,0,0,1,0
031501060014,ANN G MCGUINNESS INTERMEDIATE SCHOOL,2010,03150106,UNION-ENDICOTT CSD,TIMOTHY LOWIE,1301 UNN CTR MNE HWY,ENDICOTT,6077572131,"5-6, UE",32,0,0,0,0,1,3,5,16,46,0,75,0,0,17,32,1,0,0,0,0,0,1,0
031501060014,ANN G MCGUINNESS INTERMEDIATE SCHOOL,2011,03150106,UNION-ENDICOTT CSD,TIMOTHY LOWIE,1301 UNN CTR MNE HWY,ENDICOTT,6077572131,"5-6, UE",32,0,0,0,0,3,9,5,16,41,0,85,0,0,0,13,1,0,0,0,0,0,1,0
031502060000,JOHNSON CITY CENTRAL SCHOOL DISTRICT,2009,03150206,JOHNSON CITY CSD,MARY KAY FRYS,666 REYNOLDS RD,JOHNSON CITY,6077631230,"PK-12, US",233,0,0,6,3,27,12,17,7,546,1,784,17,2,18,11,40,4,65,85,5,0,4,0
031502060000,JOHNSON CITY CENTRAL SCHOOL DISTRICT,2010,03150206,JOHNSON CITY CSD,MARY KAY FRYS,666 REYNOLDS RD,JOHNSON CITY,6077631230,"PK-12, US",228,0,0,2,1,21,9,18,8,572,1,795,8,1,15,11,47,0,63,89,5,0,4,0
031502060000,JOHNSON CITY CENTRAL SCHOOL DISTRICT,2011,03150206,JOHNSON CITY CSD,MARY KAY FRYS,666 REYNOLDS RD,JOHNSON CITY,6077631230,"PK-12, US",226,0,0,1,0,14,6,20,9,533,1,771,2,0,24,10,20,0,73,83,5,0,4,0
031502060001,JOHNSON CITY ELEMENTARY/INTERMEDIATE SCHOOL,2009,03150206,JOHNSON CITY CSD,DANIEL ERICKSON,601 COLUMBIA DR,JOHNSON CITY,6077631254,3-5,42,0,0,2,5,5,12,2,5,32,0,50,2,4,14,17,2,2,0,0,1,0,1,0
031502060001,JOHNSON CITY ELEMENTARY/INTERMEDIATE SCHOOL,2010,03150206,JOHNSON CITY CSD,MARGARET KUCKO,601 COLUMBIA DR,JOHNSON CITY,6077631254,3-5,43,0,0,0,0,6,14,3,7,40,0,53,0,0,13,12,3,0,0,0,1,0,1,0
031601060021,AFRICAN ROAD ELEMENTARY SCHOOL,2011,03160106,VESTAL CSD,KATHRYN KNAPP,600 S BENITA BLVD,VESTAL,6077572311,"K-5, UE",21,0,0,0,0,1,5,0,0,17,0,40,0,0,44,25,1,0,0,0,0,0,1,0
031601060022,CLAYTON AVENUE ELEMENTARY SCHOOL,2009,03160106,VESTAL CSD,JEFFREY DEANGELO,209 CLAYTON AVE,VESTAL,6077572271,K-5,27,0,0,0,0,1,4,1,4,31,0,53,0,0,20,11,2,0,0,0,0,0,1,0
031601060022,CLAYTON AVENUE ELEMENTARY SCHOOL,2010,03160106,VESTAL CSD,JEFFREY DEANGELO,209 CLAYTON AVE,VESTAL,6077572271,K-5,27,0,0,0,0,2,7,1,4,29,0,51,0,0,0,11,3,0,0,0,0,0,1,0
031601060022,CLAYTON AVENUE ELEMENTARY SCHOOL,2011,03160106,VESTAL CSD,BRADLEY BRUCE,209 CLAYTON AVE,VESTAL,6077572271,K-5,26,0,0,0,0,2,8,1,4,25,0,56,0,0,0,7,4,0,0,0,0,0,1,0
031601060023,GLENWOOD ELEMENTARY SCHOOL,2009,03160106,VESTAL CSD,DEBORAH GRIESINGER,337 JONES RD,VESTAL,6077572391,K-5,26,0,0,0,0,3,12,2,8,43,0,64,0,0,33,19,3,0,0,0,0,0,1,0
031601060023,GLENWOOD ELEMENTARY SCHOOL,2010,03160106,VESTAL CSD,DOREEN MCSAIN,337 JONES RD,VESTAL,6077572391,K-5,28,0,0,0,0,3,11,2,7,33,0,64,0,0,0,8,3,0,0,0,0,0,1,0
031601060023,GLENWOOD ELEMENTARY SCHOOL,2011,03160106,VESTAL CSD,DOREEN MCSAIN,337 JONES RD,VESTAL,6077572391,K-5,26,0,0,0,0,0,0,2,8,25,0,47,0,0,50,14,4,0,0,0,0,0,1,0
031601060026,TIOGA HILLS ELEMENTARY SCHOOL,2009,03160106,VESTAL CSD,KENT MASLIN,40-48 GLANN RD,APALACHIN,6077572366,K-5,31,0,0,0,0,1,3,2,6,36,0,60,1,2,20,6,3,0,0,0,0,0,1,0
031601060026,TIOGA HILLS ELEMENTARY SCHOOL,2010,03160106,VESTAL CSD,KENT MASLIN,40-48 GLANN RD,APALACHIN,6077572366,K-5,30,0,0,0,0,0,0,2,7,33,0,61,0,0,0,6,3,0,0,0,0,0,1,0
031601060026,TIOGA HILLS ELEMENTARY SCHOOL,2011,03160106,VESTAL CSD,KENT MASLIN,40-48 GLANN RD,APALACHIN,6077572366,K-5,28,0,0,0,0,2,7,2,7,27,0,64,0,0,,14,3,0,0,0,0,0,1,0
031601060028,VESTAL HILLS ELEMENTARY SCHOOL,2009,03160106,VESTAL CSD,THERESE MASTRO,709 COUNTRY CLUB RD,VESTAL,6077572357,K-5,28,0,0,0,0,1,4,2,7,36,0,52,0,0,33,7,2,0,0,0,0,0,1,0
031601060028,VESTAL HILLS ELEMENTARY SCHOOL,2010,03160106,VESTAL CSD,THERESE MASTRO,709 COUNTRY CLUB RD,VESTAL,6077572357,K-5,28,0,0,0,0,3,11,3,11,35,0,58,1,2,0,11,2,0,0,0,0,0,1,0
031601060028,VESTAL HILLS ELEMENTARY SCHOOL,2011,03160106,VESTAL CSD,THERESE MASTRO,709 COUNTRY CLUB RD,VESTAL,6077572357,K-5,25,0,0,0,0,1,4,2,8,25,0,51,0,0,,12,2,0,0,0,0,0,1,0
031601060041,VESTAL MIDDLE SCHOOL,2009,03160106,VESTAL CSD,ANN MARIE LOOSE,600 S BENITA BLVD,VESTAL,6077572331,6-8,76,1,1,1,1,6,8,9,12,317,3,381,8,2,13,11,4,0,0,0,2,0,1,0
031601060041,VESTAL MIDDLE SCHOOL,2010,03160106,VESTAL CSD,ANN MARIE LOOSE,600 S BENITA BLVD,VESTAL,6077572331,"6-8, US",80,0,0,0,0,4,5,9,11,316,0,385,0,0,11,4,6,0,0,0,2,0,1,0
031601060041,VESTAL MIDDLE SCHOOL,2011,03160106,VESTAL CSD,ANN MARIE LOOSE,600 S BENITA BLVD,VESTAL,6077572331,"6-8, UE",73,0,0,0,0,3,4,12,16,269,0,346,0,0,11,11,6,0,0,0,2,0,1,0
031601060051,VESTAL SENIOR HIGH SCHOOL,2009,03160106,VESTAL CSD,CATHERINE HEPLER,205 WOODLAWN DR,VESTAL,6077572281,9-12,103,1,1,1,1,9,9,18,17,405,1,483,7,1,26,10,9,0,0,0,3,0,1,0
031601060051,VESTAL SENIOR HIGH SCHOOL,2010,03160106,VESTAL CSD,CATHERINE HEPLER,205 WOODLAWN DR,VESTAL,6077572281,9-12,102,1,1,1,1,9,9,15,15,363,0,477,6,1,18,8,9,0,0,0,3,0,1,0
031601060051,VESTAL SENIOR HIGH SCHOOL,2011,03160106,VESTAL CSD,CATHERINE HEPLER,205 WOODLAWN DR,VESTAL,6077572281,9-12,96,1,1,0,0,1,1,15,16,327,2,452,5,1,31,11,10,0,0,0,3,0,1,0
031701060000,WINDSOR CENTRAL SCHOOL DISTRICT,2009,03170106,WINDSOR CSD,JASON ANDREWS,1191 NY RT 79,WINDSOR,6076558216,"PK-12, UE, US",159,0,0,2,1,14,9,11,7,395,2,574,10,2,10,5,24,0,41,5,2,0,5,0
031701060000,WINDSOR CENTRAL SCHOOL DISTRICT,2010,03170106,WINDSOR CSD,JASON ANDREWS,1191 NY RT 79,WINDSOR,6076558216,"PK-12, UE",160,0,0,0,0,8,5,11,7,372,0,580,1,0,6,6,23,0,53,1,2,0,5,0
031701060000,WINDSOR CENTRAL SCHOOL DISTRICT,2011,03170106,WINDSOR CSD,JASON ANDREWS,1191 NY RT 79,WINDSOR,6076558216,PK-12,158,0,0,0,0,10,6,12,8,361,0,576,0,0,10,11,29,0,45,4,2,0,5,0
031701060002,FLOYD BELL ELEMENTARY SCHOOL,2009,03170106,WINDSOR CSD,FRANCES KENNEDY,15 GOLDEN ST,KIRKWOOD,6077752730,PK-5,25,0,0,0,0,4,16,2,8,34,0,39,0,0,17,9,2,0,0,0,0,0,1,0
031701060002,FLOYD BELL ELEMENTARY SCHOOL,2010,03170106,WINDSOR CSD,FRANCES KENNEDY,15 GOLDEN ST,KIRKWOOD,6077752730,PK-5,25,0,0,0,0,0,0,2,8,18,0,26,0,0,0,0,2,0,0,0,0,0,1,0
031701060002,FLOYD BELL ELEMENTARY SCHOOL,2011,03170106,WINDSOR CSD,FRANCES KENNEDY,15 GOLDEN ST,KIRKWOOD,6077752730,PK-5,24,0,0,0,0,1,4,1,4,18,0,26,0,0,14,12,2,0,0,0,0,0,1,0
031701060003,C R WEEKS ELEMENTARY SCHOOL,2009,03170106,WINDSOR CSD,LISA MILANO,440 FOLEY RD,WINDSOR,6077753226,"PK-5, UE",24,0,0,0,0,2,8,0,0,26,0,36,0,0,20,5,0,0,0,0,0,0,1,0
031701060003,C R WEEKS ELEMENTARY SCHOOL,2010,03170106,WINDSOR CSD,LISA MILANO,440 FOLEY RD,WINDSOR,6077753226,PK-5,23,0,0,0,0,2,9,0,0,22,0,35,0,0,0,4,2,0,0,0,0,0,1,0
031701060003,C R WEEKS ELEMENTARY SCHOOL,2011,03170106,WINDSOR CSD,LISA MILANO,440 FOLEY RD,WINDSOR,6077753226,PK-5,20,0,0,0,0,1,5,0,0,20,0,33,0,0,20,17,2,0,0,0,0,0,1,0
031701060004,A F PALMER ELEMENTARY SCHOOL / WINDSOR CENTRAL MIDDLE SCHOOL,2009,03170106,WINDSOR CSD,SCOTT BEATTIE,213 MAIN ST,WINDSOR,,"PK-8, UE",54,0,0,1,2,5,9,2,4,153,4,223,6,3,9,8,5,0,0,0,1,0,2,0
031701060004,A F PALMER ELEMENTARY SCHOOL / WINDSOR CENTRAL MIDDLE SCHOOL,2010,03170106,WINDSOR CSD,SCOTT BEATTIE,213 MAIN ST,WINDSOR,,"PK-8, UE",56,0,0,0,0,3,5,1,2,142,0,233,0,0,0,6,5,0,0,0,1,0,2,0
031701060004,A F PALMER ELEMENTARY SCHOOL / WINDSOR CENTRAL MIDDLE SCHOOL,2011,03170106,WINDSOR CSD,SCOTT BEATTIE,213 MAIN ST,WINDSOR,,PK-8,57,0,0,0,0,3,5,1,2,140,0,225,0,0,0,5,4,0,0,0,1,0,2,0
031701060007,WINDSOR CENTRAL HIGH SCHOOL,2009,03170106,WINDSOR CSD,CHRISTOPHER HAYNES,1191 NY RT 79,WINDSOR,6076558250,"9-12, US",47,0,0,0,0,1,2,6,13,158,0,240,2,1,0,0,6,0,0,0,1,0,1,0
031701060007,WINDSOR CENTRAL HIGH SCHOOL,2010,03170106,WINDSOR CSD,CHRISTOPHER HAYNES,1191 NY RT 79,WINDSOR,6076558250,9-12,45,0,0,0,0,3,7,6,13,173,0,254,0,0,40,11,4,0,0,0,1,0,1,0
031701060007,WINDSOR CENTRAL HIGH SCHOOL,2011,03170106,WINDSOR CSD,JEFFREY SALASNY,1191 NY RT 79,WINDSOR,6076558250,9-12,45,0,0,0,0,4,9,7,16,157,0,251,0,0,0,9,4,0,0,0,1,0,1,0
040204040000,WEST VALLEY CENTRAL SCHOOL DISTRICT,2009,04020404,WEST VALLEY CSD,HILLARY BOWEN,5359 SCHOOL ST,WEST VALLEY,7169423293,PK-12,44,1,2,1,2,2,5,1,2,117,0,163,5,3,25,14,5,1,13,0,0,0,1,0
040204040000,WEST VALLEY CENTRAL SCHOOL DISTRICT,2010,04020404,WEST VALLEY CSD,HILLARY BOWEN,5359 SCHOOL ST,WEST VALLEY,7169423293,"PK-12, US",42,0,0,0,0,1,2,1,2,110,3,156,3,2,20,11,5,1,11,0,0,0,1,0
040204040000,WEST VALLEY CENTRAL SCHOOL DISTRICT,2011,04020404,WEST VALLEY CSD,HILLARY BOWEN,5359 SCHOOL ST,WEST VALLEY,7169423293,"PK-12, US",40,0,0,0,0,3,8,1,3,111,2,173,0,0,43,19,5,1,10,0,0,0,0,1
040204040001,WEST VALLEY CENTRAL SCHOOL,2009,04020404,WEST VALLEY CSD,BONNIE SMITH,5359 SCHOOL ST,WEST VALLEY,7169423293,PK-12,44,1,2,1,2,2,5,1,2,117,0,163,5,3,25,14,5,1,0,0,0,0,1,0
040204040001,WEST VALLEY CENTRAL SCHOOL,2010,04020404,WEST VALLEY CSD,BONNIE SMITH,5359 SCHOOL ST,WEST VALLEY,7169423293,"PK-12, US",42,0,0,0,0,1,2,1,2,110,3,156,3,2,20,11,5,1,0,0,0,0,1,0
040204040001,WEST VALLEY CENTRAL SCHOOL,2011,04020404,WEST VALLEY CSD,BONNIE SMITH,5359 SCHOOL ST,WEST VALLEY,7169423293,"PK-12, US",40,0,0,0,0,3,8,1,3,111,2,173,0,0,43,19,5,1,0,0,0,0,0,1
040302060000,ALLEGANY-LIMESTONE CENTRAL SCHOOL DISTRICT,2009,04030206,ALLEGANY - LIMESTONE CSD,DIANE MUNRO,3131 FIVE MILE RD,ALLEGANY,7163756600,PK-12,118,0,0,0,0,8,7,14,12,298,0,421,2,0,10,19,14,0,7,31,1,0,4,0
040302060000,ALLEGANY-LIMESTONE CENTRAL SCHOOL DISTRICT,2010,04030206,ALLEGANY - LIMESTONE CSD,DIANE MUNRO,3131 FIVE MILE RD,ALLEGANY,7163756600,PK-12,122,1,1,4,3,9,7,15,12,294,0,438,13,3,14,12,15,2,21,20,1,0,4,0
040302060000,ALLEGANY-LIMESTONE CENTRAL SCHOOL DISTRICT,2011,04030206,ALLEGANY - LIMESTONE CSD,DIANE MUNRO,3131 FIVE MILE RD,ALLEGANY,7163756600,"PK-12, US",117,0,0,1,1,3,3,14,12,283,0,419,1,0,22,12,16,1,19,25,0,0,3,0
040302060001,ALLEGANY-LIMESTONE HIGH SCHOOL,2009,04030206,ALLEGANY - LIMESTONE CSD,CYNTHIA HAVERS,3131 FIVE MILE RD,ALLEGANY,7163756600,9-12,32,0,0,0,0,3,9,2,6,107,0,140,0,0,0,18,2,0,0,0,0,0,1,0
040302060001,ALLEGANY-LIMESTONE HIGH SCHOOL,2010,04030206,ALLEGANY - LIMESTONE CSD,CYNTHIA HAVERS,3131 FIVE MILE RD,ALLEGANY,7163756600,9-12,35,0,0,0,0,2,6,5,14,121,0,159,1,1,20,9,2,0,0,0,1,0,1,0
040302060001,ALLEGANY-LIMESTONE HIGH SCHOOL,2011,04030206,ALLEGANY - LIMESTONE CSD,KEVIN STRAUB,3131 FIVE MILE RD,ALLEGANY,7163756600,"9-12, US",34,0,0,0,0,0,0,5,15,113,0,160,0,0,14,3,2,0,0,0,0,0,1,0
040302060002,ALLEGANY ELEMENTARY SCHOOL,2009,04030206,ALLEGANY - LIMESTONE CSD,CYNTHIA CHRISTOPHER,120 MAPLE AVE,ALLEGANY,7163756600,PK-5,40,0,0,0,0,2,5,4,10,49,0,71,0,0,0,15,3,0,0,0,0,0,1,0
040302060002,ALLEGANY ELEMENTARY SCHOOL,2010,04030206,ALLEGANY - LIMESTONE CSD,CYNTHIA CHRISTOPHER,120 MAPLE AVE,ALLEGANY,7163756600,PK-5,38,0,0,1,3,2,5,3,8,30,0,59,3,5,0,10,2,0,0,0,0,0,1,0
040302060002,ALLEGANY-LIMESTONE ELEMENTARY SCHOOL,2011,04030206,ALLEGANY - LIMESTONE CSD,DAVID TAYLOR,120 MAPLE AVE,ALLEGANY,7163756600,PK-5,46,0,0,1,2,3,7,4,9,38,0,82,1,1,20,13,3,0,0,0,0,0,1,0
040302060003,LIMESTONE ELEMENTARY SCHOOL,2009,04030206,ALLEGANY - LIMESTONE CSD,DAVID TAYLOR,640 MAIN ST,LIMESTONE,7169258873,K-5,8,0,0,0,0,0,0,2,25,8,0,14,1,7,50,25,1,0,0,0,0,0,1,0
040302060003,LIMESTONE ELEMENTARY SCHOOL,2010,04030206,ALLEGANY - LIMESTONE CSD,DAVID TAYLOR,640 MAIN ST,LIMESTONE,7169258873,K-5,7,1,14,2,29,1,14,1,14,6,17,14,6,43,50,25,1,0,0,0,0,0,1,0
