NCESSCH,LEAID,NAME,OPSTFIPS,STREET,CITY,STATE,ZIP,STFIP,CNTY,NMCNTY,LOCALE,LAT,LON,CBSA,NMCBSA,CBSATYPE,CSA,NMCSA,NECTA,NMNECTA,CD,SLDL,SLDU,SCHOOLYEAR,,CONDITION
3.6001E+11,3600101,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIENCES,36,143-10 SPRINGFIELD BLVD,SPRINGFIELD GARDENS,NY,11413,36,36081,Queens County,11,40.6684,-73.7578,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3605,36029,36014,2021-2022,,
3.6001E+11,3600101,QUEENS PREPARATORY ACADEMY,36,143-10 SPRINGFIELD BLVD,SPRINGFIELD GARDENS,NY,11413,36,36081,Queens County,11,40.6684,-73.7578,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3605,36029,36014,2021-2022,,
3.6001E+11,3600101,PATHWAYS COLLEGE PREPARATORY SCHOOL:  A COLLEGE BOARD SCHOOL,36,109-89 204TH ST,SAINT ALBANS,NY,11412,36,36081,Queens County,11,40.7056,-73.7529,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3605,36033,36014,2021-2022,,
3.6001E+11,3600101,PREPARATORY ACADEMY FOR WRITERS:  A COLLEGE BOARD SCHOOL,36,143-10 SPRINGFIELD BLVD,SPRINGFIELD GARDENS,NY,11413,36,36081,Queens County,11,40.6684,-73.7578,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3605,36029,36014,2021-2022,,
3.6001E+11,3600101,PS/IS 295,36,222-14 JAMAICA AVE,QUEENS VILLAGE,NY,11428,36,36081,Queens County,11,40.7208,-73.7315,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3605,36033,36014,2021-2022,,
3.6001E+11,3600101,EAGLE ACADEMY FOR YOUNG MEN III,36,171-10 LINDEN BLVD,JAMAICA,NY,11434,36,36081,Queens County,11,40.691535,-73.778507,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3605,36029,36014,2021-2022,,
3.6001E+11,3600101,CAMBRIA HEIGHTS ACADEMY,36,188-04 91ST AVE,HOLLIS,NY,11423,36,36081,Queens County,11,40.711627,-73.770964,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3605,36029,36014,2021-2022,,
3.6001E+11,3600101,COLLABORATIVE ARTS MIDDLE SCHOOL,36,145-00 SPRINGFIELD BLVD,SPRINGFIELD GARDENS,NY,11413,36,36081,Queens County,11,40.6647,-73.7593,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3605,36031,36010,2021-2022,,
3.6001E+11,3600101,COMMUNITY VOICES MIDDLE SCHOOL,36,145-00 SPRINGFIELD BLVD,SPRINGFIELD GARDENS,NY,11413,36,36081,Queens County,11,40.6647,-73.7593,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3605,36031,36010,2021-2022,,
3.6001E+11,3600101,QUEENS UNITED MIDDLE SCHOOL,36,229-02 137TH AVE,SPRINGFIELD GARDENS,NY,11413,36,36081,Queens County,11,40.6725,-73.7434,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3605,36029,36014,2021-2022,,
3.6001E+11,3600101,INSTITUTE FOR HEALTH PROFESSIONS AT CAMBRIA HEIGHTS,36,207-01 116TH AVE,CAMBRIA HEIGHTS,NY,11411,36,36081,Queens County,11,40.6984,-73.7461,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3605,36033,36014,2021-2022,,
3.6001E+11,3600101,BENJAMIN FRANKLIN HS-FINANCE-INFO,36,207-01 116TH AVE,CAMBRIA HEIGHTS,NY,11411,36,36081,Queens County,11,40.698687,-73.74626,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3605,36033,36014,2021-2022,,
3.6001E+11,3600101,PS 360,36,199-10 112TH AVE,SAINT ALBANS,NY,11412,36,36081,Queens County,11,40.702403,-73.756305,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3605,36033,36014,2021-2022,,
3.6001E+11,3600102,NEWCOMERS HIGH SCHOOL,36,28-01 41ST AVE,LONG ISLAND CITY,NY,11101,36,36081,Queens County,11,40.7515,-73.937,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3612,36037,36012,2021-2022,,
3.6001E+11,3600102,LONG ISLAND CITY HIGH SCHOOL,36,14-30 BROADWAY,LONG ISLAND CITY,NY,11106,36,36081,Queens County,11,40.7656,-73.9331,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3612,36036,36012,2021-2022,,
3.6001E+11,3600102,PS 2 ALFRED ZIMBERG,36,75-10 21ST AVE,EAST ELMHURST,NY,11370,36,36081,Queens County,11,40.770117,-73.894223,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3614,36036,36013,2021-2022,,
3.6001E+11,3600102,IS 10 HORACE GREELEY,36,45-11 31ST AVE,LONG ISLAND CITY,NY,11103,36,36081,Queens County,11,40.7595,-73.9125,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3614,36036,36012,2021-2022,,
3.6001E+11,3600102,PS 11 KATHRYN PHELAN,36,54-25 SKILLMAN AVE,WOODSIDE,NY,11377,36,36081,Queens County,11,40.7456,-73.9092,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3614,36030,36012,2021-2022,,
3.6001E+11,3600102,PS 17 HENRY DAVID THOREAU,36,28-37 29TH ST,LONG ISLAND CITY,NY,11102,36,36081,Queens County,11,40.7682,-73.9229,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3612,36036,36012,2021-2022,,
3.6001E+11,3600102,PS 69 JACKSON HEIGHTS,36,77-02 37TH AVE,JACKSON HEIGHTS,NY,11372,36,36081,Queens County,11,40.749,-73.8885,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3614,36039,36013,2021-2022,,
3.6001E+11,3600102,PS 70,36,30-45 42ND ST,LONG ISLAND CITY,NY,11103,36,36081,Queens County,11,40.7619,-73.9141,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3614,36036,36012,2021-2022,,
3.6001E+11,3600102,PS 76 WILLIAM HALLET,36,36-36 10TH ST,LONG ISLAND CITY,NY,11106,36,36081,Queens County,11,40.7608,-73.9415,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3612,36037,36012,2021-2022,,
3.6001E+11,3600102,PS 84 STEINWAY,36,22-45 41ST ST,ASTORIA,NY,11105,36,36081,Queens County,11,40.7712,-73.9061,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3614,36036,36012,2021-2022,,
3.6001E+11,3600102,PS 85 JUDGE CHARLES VALLONE,36,23-70 31ST ST,LONG ISLAND CITY,NY,11105,36,36081,Queens County,11,40.773,-73.9149,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3614,36036,36012,2021-2022,,
3.6001E+11,3600102,PS 92 HARRY T STEWART SR,36,99-01 34TH AVE,CORONA,NY,11368,36,36081,Queens County,11,40.756,-73.8688,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3614,36035,36013,2021-2022,,
3.6001E+11,3600102,PS 111 JACOB BLACKWELL,36,37-15 13TH ST,LONG ISLAND CITY,NY,11101,36,36081,Queens County,11,40.7586,-73.9393,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3612,36037,36012,2021-2022,,
3.6001E+11,3600102,PS 112 DUTCH KILLS,36,25-05 37TH AVE,LONG ISLAND CITY,NY,11101,36,36081,Queens County,11,40.7573,-73.934,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3612,36030,36012,2021-2022,,
3.6001E+11,3600102,PS 122 MAMIE FAY,36,21-21 DITMARS BLVD,ASTORIA,NY,11105,36,36081,Queens County,11,40.7803,-73.9161,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3614,36036,36012,2021-2022,,
3.6001E+11,3600102,ALBERT SHANKER SCHOOL FOR VISUAL AND PERFORMING ARTS,36,31-51 21ST ST,LONG ISLAND CITY,NY,11106,36,36081,Queens County,11,40.7662,-73.9303,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3612,36036,36012,2021-2022,,
3.6001E+11,3600102,PS 127 AEROSPACE SCIENCE MAGNET SCHOOL,36,98-01 25TH AVE,EAST ELMHURST,NY,11369,36,36081,Queens County,11,40.7649,-73.8714,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3614,36035,36013,2021-2022,,
3.6001E+11,3600102,IS 141 STEINWAY (THE),36,37-11 21ST AVE,LONG ISLAND CITY,NY,11105,36,36081,Queens County,11,40.7756,-73.9046,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3614,36036,36013,2021-2022,,
3.6001E+11,3600102,IS 145 JOSEPH PULITZER,36,33-34 80TH ST,JACKSON HEIGHTS,NY,11372,36,36081,Queens County,11,40.7541,-73.8875,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3614,36034,36013,2021-2022,,
3.6001E+11,3600102,PS 148,36,89-02 32ND AVE,EAST ELMHURST,NY,11369,36,36081,Queens County,11,40.7579,-73.8789,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3614,36034,36013,2021-2022,,
3.6001E+11,3600102,ACADEMY FOR NEW AMERICANS,36,30-14 30TH ST,ASTORIA,NY,11102,36,36081,Queens County,11,40.767,-73.9231,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3612,36036,36012,2021-2022,,
3.6001E+11,3600102,PS 149 CHRISTA MCAULIFFE,36,93-11 34TH AVE,JACKSON HEIGHTS,NY,11372,36,36081,Queens County,11,40.7552,-73.8744,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3614,36034,36013,2021-2022,,
3.6001E+11,3600102,PS 151 MARY D CARTER,36,50-05 31ST AVE,WOODSIDE,NY,11377,36,36081,Queens County,11,40.7577,-73.9084,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3614,36030,36012,2021-2022,,
3.6001E+11,3600102,PS 152 GWENDOLINE N ALLEYNE SCHOOL,36,33-52 62ND ST,WOODSIDE,NY,11377,36,36081,Queens County,11,40.753,-73.9003,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3614,36034,36016,2021-2022,,
3.6001E+11,3600102,ACADEMY OF AMERICAN STUDIES,36,28-04 41ST AVE,LONG ISLAND CITY,NY,11101,36,36081,Queens County,11,40.7515,-73.937,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3612,36037,36012,2021-2022,,
3.6001E+11,3600102,PS 166 HENRY GRADSTEIN,36,33-09 35TH AVE,LONG ISLAND CITY,NY,11106,36,36081,Queens County,11,40.7574,-73.9263,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3612,36036,36012,2021-2022,,
3.6001E+11,3600102,PS 171 PETER G VAN ALST,36,14-14 29TH AVE,LONG ISLAND CITY,NY,11102,36,36081,Queens County,11,40.771,-73.929,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3612,36036,36012,2021-2022,,
3.6001E+11,3600102,IS 204 OLIVER W HOLMES,36,36-41 28TH ST,LONG ISLAND CITY,NY,11106,36,36081,Queens County,11,40.756722,-73.932695,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3612,36030,36012,2021-2022,,
3.6001E+11,3600102,WILLIAM CULLEN BRYANT HIGH SCHOOL,36,48-10 31ST AVE,LONG ISLAND CITY,NY,11103,36,36081,Queens County,11,40.7578,-73.9107,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3614,36030,36013,2021-2022,,
3.6001E+11,3600102,PS/IS 78,36,48-09 CENTER BLVD,LONG ISLAND CITY,NY,11109,36,36081,Queens County,11,40.7445,-73.957881,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3612,36037,36012,2021-2022,,
3.6001E+11,3600102,IS 227 LOUIS ARMSTRONG,36,32-02 JUNCTION BLVD,EAST ELMHURST,NY,11369,36,36081,Queens County,11,40.7579,-73.8746,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3614,36034,36013,2021-2022,,
3.6001E+11,3600102,PS 212,36,34-25 82ND ST,JACKSON HEIGHTS,NY,11372,36,36081,Queens County,11,40.7531,-73.8847,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3614,36034,36013,2021-2022,,
3.6001E+11,3600102,IS 230,36,73-10 34TH AVE,JACKSON HEIGHTS,NY,11372,36,36081,Queens County,11,40.7526,-73.8929,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3614,36034,36013,2021-2022,,
3.6001E+11,3600102,IVAN LAFAYETTE EARLY CHILDHOOD SCHOOL OF THE ARTS (THE),36,32-63 93RD ST,EAST ELMHURST,NY,11369,36,36081,Queens County,11,40.75692,-73.8749,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3614,36034,36013,2021-2022,,
3.6001E+11,3600102,FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL,36,35-12 35TH AVE,LONG ISLAND CITY,NY,11106,36,36081,Queens County,11,40.756333,-73.925272,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3612,36030,36012,2021-2022,,
3.6001E+11,3600102,PS 150,36,40-01 43RD AVE,LONG ISLAND CITY,NY,11104,36,36081,Queens County,11,40.745814,-73.923425,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3614,36030,36012,2021-2022,,
3.6001E+11,3600102,PS 222-FIRE FIGHTER CHRISTOPHER A SANTORA SCHOOL,36,86-15 37TH AVE,JACKSON HEIGHTS,NY,11372,36,36081,Queens County,11,40.7504,-73.88,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3614,36034,36013,2021-2022,,
3.6001E+11,3600102,INFORMATION TECHNOLOGY HIGH SCHOOL,36,21-16 44TH RD,LONG ISLAND CITY,NY,11101,36,36081,Queens County,11,40.7485,-73.9467,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3612,36037,36012,2021-2022,,
3.6001E+11,3600102,PS 234,36,30-15 29TH ST,ASTORIA,NY,11102,36,36081,Queens County,11,40.767,-73.9231,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3612,36036,36012,2021-2022,,
3.6001E+11,3600102,BACCALAUREATE SCHOOL FOR GLOBAL EDUCATION,36,34-12 36TH AVE,LONG ISLAND CITY,NY,11106,36,36081,Queens County,11,40.755,-73.927,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3612,36037,36012,2021-2022,,
3.6001E+11,3600102,YOUNG WOMENS LEADERSHIP SCHOOL - ASTORIA,36,23-15 NEWTOWN AVE,LONG ISLAND CITY,NY,11105,36,36081,Queens County,11,40.7713,-73.9243,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3612,36036,36012,2021-2022,,
3.6001E+11,3600102,ACADEMY FOR CAREERS IN TELEVISION AND FILM,36,1-50 51ST AVE,LONG ISLAND CITY,NY,11101,36,36081,Queens County,11,40.742723,-73.959366,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3612,36037,36012,2021-2022,,
3.6001E+11,3600102,PS 280 HOME OF THE LIONHEARTS,36,34-20 94TH ST,JACKSON HEIGHTS,NY,11372,36,36081,Queens County,11,40.753312,-73.87383,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3614,36034,36013,2021-2022,,
3.6001E+11,3600102,HUNTERS POINT COMMUNITY MIDDLE SCHOOL,36,1-50 51ST AVE,LONG ISLAND CITY,NY,11101,36,36081,Queens County,11,40.742723,-73.959366,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3612,36037,36012,2021-2022,,
3.6001E+11,3600102,EAST ELMHURST COMMUNITY SCHOOL,36,26-25 97TH ST,EAST ELMHURST,NY,11369,36,36081,Queens County,11,40.761663,-73.871987,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3614,36035,36013,2021-2022,,
3.6001E+11,3600102,ENERGY TECH HIGH SCHOOL,36,36-41 28TH ST,LONG ISLAND CITY,NY,11106,36,36081,Queens County,11,40.756722,-73.932695,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3612,36030,36012,2021-2022,,
3.6001E+11,3600102,30TH AVENUE SCHOOL (THE) (G & T CITYWIDE),36,28-37 29TH ST,ASTORIA,NY,11102,36,36081,Queens County,11,40.768234,-73.922895,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3612,36036,36012,2021-2022,,
3.6001E+11,3600102,WOODSIDE COMMUNITY SCHOOL (THE),36,39-07 57TH ST,FLUSHING,NY,11377,36,36081,Queens County,11,40.747892,-73.90613,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3614,36030,36012,2021-2022,,
3.6001E+11,3600102,HUNTERS POINT ELEMENTARY SCHOOL,36,1-35 57TH AVE,LONG ISLAND CITY,NY,11101,36,36081,Queens County,11,40.738987,-73.96117,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3612,36037,36012,2021-2022,,
3.6001E+11,3600102,PS 398,36,69-01 34TH AVE,WOODSIDE,NY,11377,36,36081,Queens County,11,40.752821,-73.896914,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3614,36034,36016,2021-2022,,
3.6001E+11,3600103,CONCORD HIGH SCHOOL,36,109 RHINE AVE,STATEN ISLAND,NY,10304,36,36085,Richmond County,11,40.6109,-74.0869,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3611,36061,36023,2021-2022,,
3.6001E+11,3600103,MICHAEL J PETRIDES SCHOOL (THE),36,715 OCEAN TERR,STATEN ISLAND,NY,10301,36,36085,Richmond County,11,40.609046,-74.104347,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3611,36063,36024,2021-2022,,
3.6001E+11,3600103,CURTIS HIGH SCHOOL,36,105 HAMILTON AVE,STATEN ISLAND,NY,10301,36,36085,Richmond County,11,40.6453,-74.0816,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3611,36061,36023,2021-2022,,
3.6001E+11,3600103,IS 7 ELIAS BERNSTEIN,36,1270 HUGUENOT AVE,STATEN ISLAND,NY,10312,36,36085,Richmond County,11,40.5233,-74.1863,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3611,36062,36024,2021-2022,,
3.6001E+11,3600103,IS 34 TOTTENVILLE,36,528 ACADEMY AVE,STATEN ISLAND,NY,10307,36,36085,Richmond County,11,40.5076,-74.2434,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3611,36062,36024,2021-2022,,
3.6001E+11,3600103,IS 61 WILLIAM A MORRIS,36,445 CASTLETON AVE,STATEN ISLAND,NY,10301,36,36085,Richmond County,11,40.6345,-74.0976,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3611,36061,36024,2021-2022,,
3.6001E+11,3600103,IS 72 ROCCO LAURIE,36,33 FERNDALE AVE,STATEN ISLAND,NY,10314,36,36085,Richmond County,11,40.5926,-74.1587,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3611,36063,36024,2021-2022,,
3.6001E+11,3600103,NEW DORP HIGH SCHOOL,36,465 NEW DORP LN,STATEN ISLAND,NY,10306,36,36085,Richmond County,11,40.57,-74.1072,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3611,36064,36024,2021-2022,,
3.6001E+11,3600103,PS 1 TOTTENVILLE,36,58 SUMMIT ST,STATEN ISLAND,NY,10307,36,36085,Richmond County,11,40.5088,-74.244,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3611,36062,36024,2021-2022,,
3.6001E+11,3600103,IS 2 GEORGE L EGBERT,36,333 MIDLAND AVE,STATEN ISLAND,NY,10306,36,36085,Richmond County,11,40.5773,-74.1005,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3611,36064,36024,2021-2022,,
3.6001E+11,3600103,PS 3 MARGARET GIOIOSA SCHOOL (THE),36,80 S GOFF AVE,STATEN ISLAND,NY,10309,36,36085,Richmond County,11,40.5206,-74.2116,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3611,36062,36024,2021-2022,,
3.6001E+11,3600103,PS 4 MAURICE WOLLIN,36,200 NEDRA LANE,STATEN ISLAND,NY,10312,36,36085,Richmond County,11,40.552,-74.1955,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3611,36063,36024,2021-2022,,
3.6001E+11,3600103,PS 5 HUGUENOT,36,348 DEISIUS ST,STATEN ISLAND,NY,10312,36,36085,Richmond County,11,40.5299,-74.1876,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3611,36062,36024,2021-2022,,
3.6001E+11,3600103,IS 51 EDWIN MARKHAM,36,80 WILLOWBROOK RD,STATEN ISLAND,NY,10302,36,36085,Richmond County,11,40.623083,-74.144622,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3611,36061,36024,2021-2022,,
3.6001E+11,3600103,PS 8 SHIRLEE SOLOMON,36,112 LINDENWOOD RD,STATEN ISLAND,NY,10308,36,36085,Richmond County,11,40.5476,-74.1524,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3611,36064,36024,2021-2022,,
3.6001E+11,3600103,PS 11 THOMAS DONGAN SCHOOL,36,50 JEFFERSON ST,STATEN ISLAND,NY,10304,36,36085,Richmond County,11,40.5908,-74.0979,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3611,36063,36024,2021-2022,,
3.6001E+11,3600103,PS 13 M L LINDEMEYER,36,191 VERMONT AVE,STATEN ISLAND,NY,10305,36,36085,Richmond County,11,40.6131,-74.0693,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3611,36064,36023,2021-2022,,
3.6001E+11,3600103,PS 16 JOHN J DRISCOLL,36,80 MONROE AVE,STATEN ISLAND,NY,10301,36,36085,Richmond County,11,40.6397,-74.0794,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3611,36061,36023,2021-2022,,
3.6001E+11,3600103,PS 18 JOHN G WHITTIER,36,221 BROADWAY,STATEN ISLAND,NY,10310,36,36085,Richmond County,11,40.6366,-74.1172,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3611,36061,36023,2021-2022,,
3.6001E+11,3600103,PS 19 CURTIS SCHOOL (THE),36,780 POST AVE,STATEN ISLAND,NY,10310,36,36085,Richmond County,11,40.630971,-74.127103,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3611,36061,36023,2021-2022,,
3.6001E+11,3600103,PS 20 PORT RICHMOND,36,161 PARK AVE,STATEN ISLAND,NY,10302,36,36085,Richmond County,11,40.6367,-74.1325,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3611,36061,36023,2021-2022,,
3.6001E+11,3600103,PS 21 MARGARET EMERY-ELM PARK,36,168 HOOKER PL,STATEN ISLAND,NY,10302,36,36085,Richmond County,11,40.6312,-74.1447,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3611,36061,36023,2021-2022,,
3.6001E+11,3600103,PS 22 GRANITEVILLE,36,1860 FOREST AVE,STATEN ISLAND,NY,10303,36,36085,Richmond County,11,40.6251,-74.151,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3611,36061,36023,2021-2022,,
3.6001E+11,3600103,PS 23 RICHMONDTOWN,36,30 NATICK ST,STATEN ISLAND,NY,10306,36,36085,Richmond County,11,40.5708,-74.1326,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3611,36062,36024,2021-2022,,
